	SRR33467998	SRR33467999	SRR33468000	SRR33468001	SRR33468002	SRR33468003	SRR33468004	SRR33468005	SRR33468006
ENSG00000000003	123.18155	152.61315	146.92156	136.76619	131.41153	145.99974	110.38967	140.088	178.561
ENSG00000000005	0	0	0	0	0	0	0	0	0
ENSG00000000419	156.000227	161.46634	187.061116	189.42732	183.56308	203.073430010157	175.4672	199.42865	200.54984960065
ENSG00000000457	45.26429	50.07363	46.24855	56.39029	39.20405	54.05924	31.99407	52.20075	67.04822
ENSG00000000460	30.73571855	45.23372	37.75132	36.6096815	36.79594	45.9795299824	47.02734	58.79924	51.01863
ENSG00000000938	0	0	0	0	0	0	0	0	0
ENSG00000000971	112.81446108715	103.16694	106.19254	97.5364211817684	108.699384	121.2437	86.5476446	86.76698	111.2131
ENSG00000001036	418.98326	529.8816	510.82322	520.27082	544.8555	600.89	527.00004	546.9822	616.9577
ENSG00000001084	116.999974	138.16811	119.00027062552	111.000460058134	124.00008	125.01404735	94.00021	127	138.022217
ENSG00000001167	337	383.9999	390.9995	343.0005	366.0002	343.0005	321.9997	359.9996	428
ENSG00000001460	50.00497	41.00887	47.00114	48.00002	61.10324	53.00359	40.08975	58.01174	53.00005
ENSG00000001461	221.00027	214.5685	234.2021	262.26988	268.3033	299.00001	188.2748	283.29313	266.00067
ENSG00000001497	193.000093	233.999950020962	219.000020531535	233.24044	221.000012	224.000114620976	228.999652	259.99998614	291.999952335
ENSG00000001561	6	17	21	15	19	13	17	13	15
ENSG00000001617	445.00047	506.00023	536.00014	559	561.00011	602.99969	466.00043	595	595.00024
ENSG00000001626	1	1	2	2	2	0	1	3	3
ENSG00000001629	402.99953	451.99966	406.9997	466.00012	395	427.9945437	334.9998	420.00004	445.00045199197
ENSG00000001630	473.836	554.9997	512.05215	518.3835	555.99956	512.9745	525.41988	634.11695	552.0058
ENSG00000001631	120.029840167667	147.001031	112.999952775858	140.0000136	140.000053	149.649476624326	101.094535409412	138.99999083125	142.646464765541
ENSG00000002016	42.00004	38.000056	43.99999	60	36.0000500368212	51.99996	33	43.999948	45.99996
ENSG00000002079	17.00003	24	15.000026	18.000024	16.99999	28.00001	27.99997	18	22.999983
ENSG00000002330	130.95197	159.97435	148.99965	156.00007	185.9656	198.00047	156.0003	201.00027	170.99971
ENSG00000002549	261.0005	363.99969	416.99975	449.0005	369.00015	321.00008	327.99967	406.000419	384.99979
ENSG00000002586	782.000267	849.00003	894.50032363279	973.00005	931.999295	990.999948	916.4993912	1060.5005411768	1122.999939
ENSG00000002587	3	2	5.00059	2	8	2.019654	5	6	4.000004
ENSG00000002726	0	0	1	0	0	0	0	0	1
ENSG00000002745	0	0	0	0	0	0	2	2.000004	0
ENSG00000002746	0	0	0	0	0	1	0	0	0
ENSG00000002822	124.06394567	160.05813	152.96535	151.4439	185.999556678	172.00027	150.000102	186.99978	184.99953
ENSG00000002834	3172.58866	3378.00438	3416.27603	3669.01049	3702.89318	3674.64199	3319.0039	4030.99939	4390.51772
ENSG00000002919	133.00959	149.9999857	146.99998	154.00004	178.99998	138.14823	137.999972	172.00044	187.0057177371
ENSG00000002933	0	1	0	0	0	0	0	0	0
ENSG00000003056	651.53375	685.87735	681.92302	685.50672	676.104375	702.47388	624.70392	732.82006	820.6869
ENSG00000003096	91	85	105	106.00001	124	106	110	106.0001	115.99998
ENSG00000003137	7.000001	4	3	6	4	8	3	9.000001	10
ENSG00000003147	19.0000331	19.0000047792342	32.000018	38.999998	31.00002	28.999999	23	29.00003	25.99999644
ENSG00000003249	71	71	87	93.03041	112.00004	108.99989	83.00005	97.99997	104.00003202
ENSG00000003393	308.999950319771	336.077793819793	361.791470104451	334.999806003276	353.123611953658	323.4986698331	299.99968	396.000303067177	358.7986126388
ENSG00000003400	20.00003	10.53014096002	18.48327	8.0955219	11.10334	12.999997	7.48901	8.27042	11.781063
ENSG00000003402	720.42603	915.3765	749.058631	801.79323	778.53927	794.61924	768.8288	1002.61285	923.464353
ENSG00000003436	1184.50937	1154.85752	1357.52152	1333.86104	1312.482202	1380.574137206	1129.99991	1416.31116	1535.69391407
ENSG00000003509	59.000015	60.16565	53.00002	58.46331324152	52.1593	57.000026	43.00002	49.53187	66.211776
ENSG00000003756	394.00029	479.00186	427.99961	421.0001281	424.99985	460.99999	372.01144	475.0003315607	547.000229
ENSG00000003987	15.7815	13.654373	14.238837	13.15196	14.2919	16.8237	16.38723	12.539	17.688567
ENSG00000003989	294.0003	484.0001194179	300.0004	408.0001	287.9995	321.9999	384.0002	448.0005	375.0002
ENSG00000004059	458.9998	579.99975	582.995798	586.999540036532	564.9997	633.99997	546.9999	689.00013	675.9692
ENSG00000004139	63.0252	71.27005	73.55337	74.984	58.83861	76.5142	59.02355	83.7562	76.058996
ENSG00000004142	456.5813	588.073	642.206000706259	593.9778	650.28678	623.7566	586.2702	632.3682	672.986
ENSG00000004399	2236.00134	3021.00407	2681.99842	2750.00046	2574.99612	2636.99886	2447.00496	2850.00047	3011.00185
ENSG00000004455	534.0023169787	607.00013	633.082791	678.0304329	638.99941	652.999377	567.473483	693.000568	726.99991
ENSG00000004468	3	10	8	15	9.043852	5	3.999996	7.0000011	13.0000141
ENSG00000004478	374.00031	403.00026	475.99964	440.99981	479	413.99971	433.00037	453.00037	560.0004
ENSG00000004487	715.000169365	975.0937	949.09880103368	950.1312	914.19031	1007.00019733	820.00006285335	984.999563552624	1000.01038937
ENSG00000004534	230.24082	253.99988	218.00003132055	249.00013	261.99986	244.00018	221.00084	296.00425252	307.22467
ENSG00000004660	63	132.0018	104.00005	105.00003	97.99996	78.99999	78.00116	100.00482	103.00005
ENSG00000004700	340.70571	372.69588	355.52486	386.55115	358.33396	335.38341	311.33849	410.71045	403.78426
ENSG00000004766	103.00004	89.00002	107.99991796	114.99992101057	102.999970031754	95.00001	76.99997	107.000004	129.999931165927
ENSG00000004776	101	105.00022	120.99985	125	130	125	121.00032	135.00039	147.99992
ENSG00000004777	53.00003	60.999984	33.999992	53.00001	51.00001	53.99998191	57.00003005	58.0000031	65.999966
ENSG00000004779	133.00035	152.0003	176.9995	181.99958	187.00003	170	154	196	211
ENSG00000004799	11	6	15.00003	10	6	15.00005	3	15	21
ENSG00000004809	1	0	0	2	0	0	1	1	0
ENSG00000004838	0	1	0	1	0	2	1	2.99999862734	2
ENSG00000004846	0	1.00059	1.00218	0	0	1	0	0	0
ENSG00000004848	0	0	0	0	0	0	0	0	0
ENSG00000004864	241.00011	264.999595	277.99954	290.99963	286.00046	315.99962	238.9997	300.000331	313.00002
ENSG00000004866	104.999940285297	110.9999332	112.0000636177	125.0000118	109.99998	98.00002173227	86.99996	114.999955	89.00001
ENSG00000004897	580.00064	659.000511	702.99969	697.000120647527	717.00055	618.000107787	557.99967	712.99941	730.999297
ENSG00000004939	0	0	0	0	1.00009	1	0	0	0
ENSG00000004948	0	0	0	0	0	0	0	0	0
ENSG00000004961	138.99997	152	167.00048	186.99999	186.99982	175.00005	153.9998	185.9995	195.0001
ENSG00000004975	210.9998499	223.00046	251.00008	256.00009	238.99978	259.00004268911	257.00042	277.99979	284.00542956
ENSG00000005001	0	0	0	2	0	0.00434225	1	1	0
ENSG00000005007	749.99961	912.00019	838.999634522	916.00037	942.0001654267	1019.9996	755.00018118	990.99926069859	1041.99953
ENSG00000005020	278.99999	302	311.9996857	345	312.000174	314.00004	267.000405047205	357.99977	377.1301422
ENSG00000005022	798.99976	826.99968	872.00039	898.99967	898.00027	885.99963	828	997.00046	1115.99685
ENSG00000005059	77	123.00043	114.99999	126.0004	131.99958	111.99998	109.9999	112.99991	111
ENSG00000005073	160.0003	168.9997	165.99967	155.00022199	182.9997	201.9995	117	185.9998	153.9995
ENSG00000005075	129.956	143.606	156.471	142.926	155.799	169.918	160.245	184.112	167.944
ENSG00000005100	281.9997604	329.00038	268.0002	288.18284	284.9999	316.9997	283.30175	318.00011	332
ENSG00000005102	1	0	0	0	0	2.000002	0	0	0
ENSG00000005108	1	4.999997	7.0000024	8	4	4	3	6	3.999996
ENSG00000005156	174.4967	174.658717	163.7396803	147.374368	150.99765	184.235829	124.978643	163.198223	194.23358
ENSG00000005175	134.00005	142	161.00003	161.04649	135.00002	154.99991	154	158.99999	172
ENSG00000005187	6	9	13	8	14.999995	7	3.2435	4	14.200373
ENSG00000005189	14.99999	14.0000492	8.000005537	17.999956	18.00001	26.00005	12.9999723	11.00001	12
ENSG00000005194	280.00022	338.00029	342.99967	345.99966	356.99963	340.99969	310.999860664553	411	443.00023
ENSG00000005206	276.999615	361.00036	298.99994	318.9992275	319.99926	310.99952	304.99971	352.99945	434.99984
ENSG00000005238	352.00024997	453.9991	389.99921	432.00021	402.99914	438.0004	444.99911	458.99979	515.99989
ENSG00000005243	52.99996	68	73.99996	59.99998	77.00002	76.99997	60.000017	54.00005	72.00005
ENSG00000005249	37	54.00003	65.00003	73.00064	60.000001033	57	46.99997	64.00002	63.00001
ENSG00000005302	155.82095	155.7055316066	163.99996	142.999941515631	170.911648	166.99990584	157.999993014344	168.99993	176.99988801693
ENSG00000005339	498.10107	645.38364	595.99968	661.99982	548.26537	595.9996	478.00032	637.11454	567.99988
ENSG00000005379	10	17.0000158	11	10	13.999999	19	13	23.00002	14
ENSG00000005381	0	1	0	1	3	0	1	0	0
ENSG00000005421	0	0	0	0	0	0	0	0	0
ENSG00000005436	77.00003	69.00006	62.79263	78.999941	55.9999415139	70.9998979	66.99992	68.99994	80.999947
ENSG00000005448	105.00003	100.999973	112.00004	120.99994	116.99996	121.99963	93.99996	133.00001	129.00247
ENSG00000005469	43.00003	47.99997	57.00002	64.00001	57.00001	56.99996	57.00005	66.00000163526	78.99993
ENSG00000005471	49.00003	42.000075	53.999988	62.999954	52	35	47	53.99999	62
ENSG00000005483	323.0004	369.17752096	382.9998	359.76371	300.99999	376.00036	297	394.00019	370.0004674
ENSG00000005486	244.99963	313.00043	284.0004178708	308.999632	327.999920768	307.999812608	290.00040405726	312.000299	338.99957
ENSG00000005513	1	3	1	2	1	2	1	4	3
ENSG00000005700	219.9995	263.500389	227.000611650553	249.00615	242.50038	211.002632040153	212.9995277403	250.0003208995	263.00043
ENSG00000005801	84.029260835519	102.03675630301	94.000002977	106.35647	97.011124	94.026882807133	67.010338	114.00314795	132.02888
ENSG00000005810	247.086800038599	343.32922007284	301.0063778	319.01235701663	244.12193506583	264.999796962324	280.000339121967	304.000380108613	297.000296
ENSG00000005812	295.0005	277.17874	295.28293	289.89498	290.9995	309.0003	248.98207	345.91908	346.68221
ENSG00000005844	3.001637	5.01185	2.00846	3.0009	1.00084	1.00413	0	2.00458	3.01052
ENSG00000005882	88.8390058	80.4238	82.66859	77.01765	85.69609	112.68084	72.03587	99.66066	111.63434077
ENSG00000005884	9180.99869	11069.98326	10772.02722	11061.02846	11127.05536	11346.01509	10242.00521	12090.986499	12635.09225
ENSG00000005889	186.9999619	278.0001189612	239.000434166634	255.00024	238.000100372829	247.99463108203	228.999672028	273.000000073845	270.000088
ENSG00000005893	1334.8151	1465.0003	1437.9951	1494.0052	1490.0967	1463.9928	1309.9998	1589.1513	1587.78
ENSG00000005961	0	1	3	0	1	1	2	2	2
ENSG00000005981	3	3	9	6	13	2	1	3	6
ENSG00000006007	471.0002	512.9997	534.0005	617.9853	544.9998	546.9993	460.0002	547.0004	631.84947
ENSG00000006015	169.00005	184.22004	185.60887	194.07795	174.02524	217.18258	203.32784	192.03643	252.00618
ENSG00000006016	13.382776	25.59188	18.9345	15.7782034	10.17738	11.46085	17.33705	14.330696	13.880877
ENSG00000006025	109.99997	145.99957	112.00003	132.00028	122.0002	114.99997	123.00003	106.000019	153.999505
ENSG00000006042	350.00044	352.1158	339.86096	360.04261	373.09578	356.99996	336.20729	418.00032	393.1099
ENSG00000006047	0	0	0	0	0	0	0.5	0.5	0
ENSG00000006059	0	0	0	0	0	0	0	0	0
ENSG00000006062	102	104	114.00021	97.00001	117	87.999958	92.00002	141.99961	127.00017
ENSG00000006071	5	4	2	6	0	3.05156	1	4	7
ENSG00000006116	0	0	0	0	0	0	0	0	0
ENSG00000006118	1244.03795	1735.94868	1523.00086	1485.99955	1478.02336	1624.50094	1568.02777	1714.99999	1881.09014
ENSG00000006125	2700.002176	3230.9921200575	2986.00398	3119.00594	3027.00158	3124.00078547366	2671.99873	3384.99943	3332.999
ENSG00000006128	0	0	0	0	0	0	0	0	0
ENSG00000006194	101.92463	153.07943	148.11439	134.8996	161.13205186	174.36183	136.72081	166.96522	195.50069
ENSG00000006210	37.00005	46.00000835	42	31	29	27	36	34	27.99999
ENSG00000006282	295.99991	315.0000479	330.99961	384.00005	298.0002	310	276.9997	372.99995	429.99967
ENSG00000006283	1	0	0	0	0	1	1	0	0
ENSG00000006327	1075.00039	1399.00182	1381.00276	1487.0008	1525.00339	1450.0031	1433.00448	1769.99711	1652.99612
ENSG00000006377	0	0	0	0	0	0	1	0	0
ENSG00000006432	286.99978	327.14	285.00015	312.00033	289.00005	273.0347	276.00007	328.3668	305.00024
ENSG00000006451	624.99977	700.99974	769.00011	805.99968	720.99977	718.99976	631.99982	753.99964	792.99956
ENSG00000006453	189.48148	215.7868	199.31204	228.07795	225.0109	224.96822	174.97373	201.2896	259.2981
ENSG00000006459	26.999972298	32	38	36	29	32.99997	29.000039	39.00005	43.99996
ENSG00000006468	69.000013	64.9999362	70.999960041	77.00001	92.999968	101.99998	79.99996213534	71.00004	112.00007
ENSG00000006530	140.836875945702	193.000118592	180.000060998	145.740180633287	185.255083442	172.00005	140.97692939	188.00001	203.45238
ENSG00000006534	102.06018	130.98238	135.03584	153.00536	139.99995	146.02716	125.03992	147.00024	160.99965
ENSG00000006555	0	0	1	0	0	0	0	0	0
ENSG00000006576	183.99967	197.00013	212.000425	195.01559	195	199.00015	161.00016	220.99996	206.99995
ENSG00000006606	2	1	1	4	1	2	1	1	2
ENSG00000006607	320.48256	429.545053	344.26195	386.532105	395.099868	387.396075	372.92649	419.7389995	396.1969921
ENSG00000006611	0	0	0	0	0	0	0	0	0
ENSG00000006625	114.00004	95.00002	94.31341	123.99999	112.91562	113.00007	102.99993	119.99998	117.99998
ENSG00000006634	58.99999	74.99997	77.000024	87.9999824	82.99998	80.00008	64.00002	68.00003	93
ENSG00000006638	20.0109	28	35.99998	24.00821	26.0292	39.02852	30.3053	45.27868	31
ENSG00000006652	151.2667	254.3633392521	195.856780019611	211.2090307351	172.8130594659	161.450330061539	169.545770129658	234.94095665	217.7815183524
ENSG00000006659	1	0	0	0	0	1	0	0	1
ENSG00000006695	92.99997	103.99999	84.000031	98.98766	104.01154	90.01304	78.98547625	103.00006	102.00184
ENSG00000006704	164.00981	149.0033	147.99996	174.00098	162.00004	160.99983	144.99982	176.9999385379	201.00471
ENSG00000006712	275.0002	308.00034	327.00008	364.00007	309.00018	301.9998	283.000020059304	367.00003	396.00004
ENSG00000006715	377.02752	382.168731	368.00071	365.11495	350.99952	364.999689	313.00045	406.03006	406.99995
ENSG00000006740	13.0000003218	14.999978	18.999991	13.0000000642751	17.000000160954	28.000029	14.999990146314	25.99996	21.000002
ENSG00000006744	459.99945	513.000263346	524.00376	550.001130025991	530.00071	546.99981	500.0002345	530.00054	585.9997433685
ENSG00000006747	8.0050863	3.000003	8.156507	8	7.9999943	6.999999	6	3.00058	8.93976
ENSG00000006756	236.99981	283.33009	314.00017	280.99983	280.99949	312.00019	271.99971	311.99963	319.46622
ENSG00000006757	40.0137	45.99999	52	52.00002	66.3567	62.3191	54.25165	50.57181	68.2383
ENSG00000006788	0	0	0	0	0	0	0	0	0
ENSG00000006831	204.99957	244.50018	252.5	222.50021	249.50049	243.5	209	285.5	279
ENSG00000006837	4	5	6	5	8.999990229118	8.71665	3	4.41605	2.999998
ENSG00000007001	0	0	0	1	1	0	0	1.00000015835	0
ENSG00000007038	0	0	1	0	0	1	0	0	0
ENSG00000007047	319.00018	359.999751	345.999925	356.999588	347.999979	371.0332	350.99997	440.9996	413.00022
ENSG00000007062	5	1	3.9999965	3.99999517	2	9	4.999998	7.999995	7.0000021
ENSG00000007080	392.22717	404.10327	436.9995	478.10811	453.0004	476.99953	460.99979	550.99983	553.00017
ENSG00000007129	2	2	0.5	1.999998	0	0	0.5	0.5	0
ENSG00000007168	1104.773109	1296.3624	1166.00245726	1231.2127574062	1203.544436032	1243.05694	996.01401	1253.00737	1226.01193002034
ENSG00000007171	2	2	0	1	1	0	1	0	0
ENSG00000007174	0	0	0	0	0	0	0	0	0
ENSG00000007202	1259.997060468	1545.96823	1562.9971	1516.0008	1402.00365	1488.99556	1430.99725	1611.99964	1645.99618
ENSG00000007216	0	0	0	0	0	0	0	0	0
ENSG00000007237	113.99958	201.7555	134.00043	142.3821	143.00053	133.333279	137.9999762	110.016477	140.9999
ENSG00000007255	27	36.00001	26.99996	45.99994	42.00003	44.99996	33.99999	57.00006	30
ENSG00000007264	1	1	1	0	0	0	1	0	0
ENSG00000007306	0	0	0	0	0	0	0	0	1
ENSG00000007312	0	0	1	0	0	0	0	0	0
ENSG00000007314	0	0	0	0	0	0	0	0	0
ENSG00000007341	60.92068	69.1253507364	73.382423	85.870337	56.43607	58.2883696312	50.69022	83.123391	72.341089
ENSG00000007350	0	0	0	0	0	0	0	0	0
ENSG00000007372	1.187884	0	0	0	0	0.410247	0	0	0
ENSG00000007376	122.99998	170.99985	150.00045	171.00029	191.00028	172.99983	161.000050010409	176.99999	182.00043
ENSG00000007384	334.999862	475.0004256	380.00046	412.9997	398.00033	461.0004	442.00026	437.99993	498.99951
ENSG00000007392	214.9999977	208.00017	224.99997	233	196.281771982	215.855796095911	225.99991819916	237.00009	309.00008313206
ENSG00000007402	2	3.0000021	5	1	1	0	1	4	1.999996
ENSG00000007516	7.014547	15.0066900172323	22.01526	15.02081	15.02276886	20.0294766439	12.00973	16.010391	17.0093248
ENSG00000007520	309.98534	371.99334	370.9846	392.97915	406.97678	420.97075	361.99065	458.98956	477.99066
ENSG00000007541	221.999659	338.00108	320.99969699866	289.38313	268.09767	333.99964	283.0018	327.208625	371.00046
ENSG00000007545	214.75754	286.30064	229.257	266.244	227.841	289.07093	202.8072	260.18741	276.37544
ENSG00000007866	308.99976	399.0004	362.9996	362.99961	360	397.0002	332.9996	381.0003	376.9996
ENSG00000007908	50	183	133	90.00003	49	68.9999751	195	223	91
ENSG00000007923	454.71113286405	525.65152	511.626882	511.70221	491.39183	516.000276	442.015216220622	600.74076	625.42706
ENSG00000007933	1.00259	1.30445	0	1.03817	3.22985	1.10104	1.72393	1.00218	0
ENSG00000007944	16	29	30	23	31	26	29	23	40
ENSG00000007952	1	1	1	2	0	0	1	1	4
ENSG00000007968	3.00148	2	3.5	5.00149	7.98695	3.685772	4.50265	4	5.37099
ENSG00000008018	613.00006	634.9999	669.00014	796.99957	722.99991	748.00017	637.00043	820.0004	833.00003
ENSG00000008056	11	14.00000177771	13.99999754426	4.999998430166	10.999998	12.00004	10	11	3.000003
ENSG00000008083	217.0002	250.9997	225	284.00001	220.999691	294.0004	225	358.9997	282.0003
ENSG00000008086	123.458777563	139.00515	107.006	132.01973	116.3531	129.598002	97.15167	148.999823	115.16968
ENSG00000008118	0	0	0	1	0	0	0	1	1
ENSG00000008128	157.323267	196.42451	152.69285	195.3885743	181.2256219104	246.77258	203.14749	199.5733	243.245404
ENSG00000008130	504.99986	570.00021	523.99998	557.99975	575.00024	555.99994	543.00008	660.99967	700.999666
ENSG00000008196	0	0	0	0	0	0	0	0	0
ENSG00000008197	0	0	0	0	0	0	0	0	0
ENSG00000008226	0	4.06708	0	0	0	0	0	0	0
ENSG00000008256	363.99968	354	328	415.00032	419.0001	388.99978	357.0001	483.99953	402
ENSG00000008277	7.999999	6.999999	11.9999951	5	8.999996	4.000001	7	8.000002	12.000031
ENSG00000008282	375.0004	445.00007	449.4765	454.99967	407.99964	442.00005	373.99966	462.00026	494.00024
ENSG00000008283	52.9999889659	68.00001	57.99999	59	72.00002	60.99997	62.01372	96.99997	69.99995
ENSG00000008294	584.99942	765.00018	666.99989	705.75013757973	704.00026	629.04763	621.00016	762.05098	682.72404
ENSG00000008300	30	51.00004	34.9999716	43	25.99997	49.00005	31.99999	25	39
ENSG00000008311	164.999991	169.09961055877	154.0545	170.7411181286	140.000019095	188.00005	147.999967169	188.999793707	199.4425296
ENSG00000008323	5	2.49253	3.16297	2	0	0	5.27071	6.14904	5.45567
ENSG00000008324	50.00001	53	52.99997	47	51	54	46.00001	47.00003	68.99996
ENSG00000008382	57.99999	61.99998	67.00001	68.99993	56.99995	67.00001	74.00001	80.0000013	61.99996
ENSG00000008394	187.000271	187.00016	187.00044	206.99977	231.00001	173.00047	170.99968	211.00028	193.000425
ENSG00000008405	185.99957	267.0003	246.999521	244.000365	248.00013	210.00032	203.00005	256.99954	234.99993
ENSG00000008438	1	1	1	0	0	1	1	0	1
ENSG00000008441	196	272.00051	267.99968	252.000372	246.99974	206.00005	250.9999414181	277.999500268882	275
ENSG00000008513	329.00012	417.99953	362.12816	367.00023	381.99983	350.91703	377.08951	399.00055	400.06998
ENSG00000008516	12	13.99999	10	12	19	16.99995	20	15	14
ENSG00000008517	415.9998	491.99965	435.999568	546.99999	503.99986	537.00218	522.00027	575	600.0045
ENSG00000008710	781.87913	1093.689465	876.70279	935.85364188	876.25318	1021.666653	864.14433	1053.3905712074	1080.953476
ENSG00000008735	6	7.00481	10	13	11	9.0000000114005	11	15	12
ENSG00000008838	405.00014	472.00015	457.99974	485.85538	491.100270014894	455.99985	467.000285	578.23622	546.9998234741
ENSG00000008853	147	160.99993	157.00005	160.000100025652	186.00006	187.000504	144.9995	160.153911	183.1434
ENSG00000008869	152	190	161.99953	183	191	169	152	182.00023	200
ENSG00000008952	663.000201	782.01191	726.00032	722.99939	704.0003	709.99986	597.99931	821.999830029201	769.00005
ENSG00000008988	1710.40439001357	1815.0987	1916.99772054241	2132.99953	2138.55183	2024.99512	1875.02187	2084.00249564	2266.60777
ENSG00000009307	3034.0008418	3410.00393	3417.99561220471	3466.99722364076	3484.00319925162	3339.00317524703	2987.99636102785	3587.997695	3923.999971
ENSG00000009335	926.99952	1130.99593	1068.99688	1144.00102	1101.99669	1031.00009	999.00042	1143.99633	1157.00331
ENSG00000009413	146.17618081	152.024955945412	137.41437	144.79522647002	122.00002	160.598713	122.93379175632	187.32399	155.8375595
ENSG00000009694	0	0	0	0	0	0	0	1	0
ENSG00000009709	0	0	0	0	0	0	0	0	0
ENSG00000009724	2	6	3.999997	4	5	7	4	9	6
ENSG00000009765	1	0	0	1	0	1.81756	0	1	0
ENSG00000009780	46.16129	35.47198	39.99999	47.0000142	41.00009	30.99997	39.00001	44.05307	53.06948334752
ENSG00000009790	0	2	0.558775	0	1	0	0	0	1
ENSG00000009830	218.99993956307	270.00013316243	249.00054074873	272.00020489497	281.99961603965	270.9997467861	229.999483	268.99977748525	314.99957500232
ENSG00000009844	256.0004	314.0003	309.9999	295.9998	287.9999	288.9993	220.1561	326.0119	330.9995
ENSG00000009950	0	0	0	0	1	0	0	0	0
ENSG00000009954	739	834.99946	859.9994	813	804	866.99919	740.99932	862	878
ENSG00000010017	305	304.25989	328.00025	311	355.346	330	266.00044	379.99998	342.30471
ENSG00000010030	4	5	9	9	0	1	2	5.0000019658	2
ENSG00000010072	82.74930681	97.46993	91.31829	116.05131	126.0645	98.33165	94.1194	113.99799	88.27531
ENSG00000010165	191.99973	265.99957	221.00002	250.00014	252.99961	240.99999	225.9999	244.999945	314.99996
ENSG00000010219	31.99999	56.00001	49.00003	71.99997	71.999923	55.00001	58.00003	46.99996	58.99992
ENSG00000010244	934.0074	1088.216891	1047.00453	1066.00385	951.99959	1012.273021	921.00081	1062.14558	1136.1665
ENSG00000010256	920.00022	947.99987	941.99968	999.99953	1074.99634	1112.00127	965.99969	1152.9989833	1166.99886
ENSG00000010270	276.1253	324.99984	277.03679	286.99956	328.00017	291.00026	215.99972	319.00028	328.04832
ENSG00000010278	1058.00047	1136.14089	1284.998381	1367.3161	1340.99555239973	1341.00059	1211.99917	1436.00135	1463.00161
ENSG00000010282	0	0	0	0	0	0	0	0	0
ENSG00000010292	502.53047	538.89796	514.66579	564.81342	606.47569	553.94712	515.57176	568.02922	633.5557
ENSG00000010295	159.00004	192.99996	183.9997	192.99995142808	178.00003	230.00011	181.00004	194.99976	230.00003
ENSG00000010310	8	5	16.00709	7	11.081152	7.000001	5.256177	10.000003	11.00832
ENSG00000010318	13	15.00002	13.99997	9.000008	15.000016	30	12	15	15.000007
ENSG00000010319	32.00005	43.99996	44.000047	40.000031	44.00001	46.000017	43	30	36
ENSG00000010322	659.999475	814.0003422826	807.9997417	708.9997	704.0003064482	800.9997761	728.000374	856.00024484	952.000270033092
ENSG00000010327	277.00007	374.99952	318.02736	374.99979	304.00018	349.99992	307.00021	352.02886	370.02826
ENSG00000010361	28.11790661	29.06977	26.16802	42.03686	33.175977	47.3209029	34.1922617508	40.14089	54.20355
ENSG00000010379	1	2	2	0	1	0	1	0	0
ENSG00000010404	696.95792	797.75197	724.14726	742.08111	769.57299	687.91743	636.5131	809.65524	820.33247
ENSG00000010438	28.99998	29.99995	38	50.99996	44.99998	57.00005	44.00001	46.00001	47.99995
ENSG00000010539	47.99996	52.00005	60.06582	64.00004	54.99997	53.99997801	36.28782	60.00882	63.14280376398
ENSG00000010610	2	0	1	2	1	1.999995	0	1	0
ENSG00000010626	11.6893069	17.58015896699	29.00001	14.00001	15.99999	18.51061	16.15556	20	29.37347
ENSG00000010671	1.00086	0	1	1	0	1	2.00022	1	0
ENSG00000010704	51.98005	43.28606	56.0000641	69.2461	50.00005	80.000018	40.000003	68.00531	71.01418
ENSG00000010803	100.99996	112.00004	122.99998	113.999968	111.00008	119.99997	96	132.99998	174.00003
ENSG00000010810	208.999608052791	230.999913	250.00041	235.999957	275.99997	293.99999	246.99995	255.99992	265.99983
ENSG00000010818	257.9997	323.999800099734	214.000030284	303.0002	213.999920477696	200.00001	258.000505952592	341.0007	236.99964
ENSG00000010932	0	0	0	0	0	0	0	0	0
ENSG00000011007	343.999641	419.9999	399.9998	420	405.99966	413	380.0003118697	465.0002	464.0002
ENSG00000011009	498.00003	650.99944	575.99998	627.99965	673.0002	612.99976	605.00002	688.00049	646.99985
ENSG00000011021	123.00033	134.99983	135.99975	146.64043	123.00002	148.00018	143.00012	162.99965	192.99975
ENSG00000011028	2129.9984980051	2846.9984	2599.99602	2741.00217	2662.996141	2735.99746	2571.00161	2797.000011	2985.00028
ENSG00000011052	53.0991	68.9859	49.1458	54.7859	65.0301	50.768355	66.6582	64.9006	72.3817
ENSG00000011083	0	0	0	0	0	0	0	0	0
ENSG00000011105	721.99929	861.99939	866.99969	894.00011	837.00063	945.00054	848.00011	995.00021	1034.99948
ENSG00000011114	102.685149	341.06584	102.2805	102.847848	304.2169	412.9189	89.53042264877	95.269889	105.06996
ENSG00000011132	94.00002	112.82815	97.0024	110.69757	117.755584	115.99993	109.99997	108.99997	132.00003
ENSG00000011143	59.99998	59.0403010367	73.981749	69.021468339	60.0000306169	67.00001	64	82.999916	86.999962
ENSG00000011198	80.999992	121.058084772	113.0001	99.00006	107.000000061368	106	98.9999483588	134.000005432	140.99997
ENSG00000011201	68	68	90.00005	86	81.99996	79	71	82	76
ENSG00000011243	318.999937934	371.999852278601	327.999719536949	354.00028	350.000336	392.999660357604	341.99999651824	330.0005288559	478.999516295
ENSG00000011258	63.0000084	59.999973	60.00099	77.99998	74.0000000373829	84.99999	52.00688	67.999968404	72.003366
ENSG00000011260	159	202.00007	172	185	220.99995	166.9997	166.00006	193	230
ENSG00000011275	371	493.0002	417.00031	434.508	471.99995	495.99956	368.51844	513.00017	517.99975
